AcedamicpercentageinOperating Systems,percentageinAlgorithms,PercentageinProgrammingConcepts,PercentageinSoftwareEngineering,PercentageinComputerNetworks,hackathons,codingskillsrating,certifications,talentteststaken,olympiads,memorycapabilityscore,Interestedsubjects,Typeofcompanywanttosettlein,ManagementorTechnical,workedinteamsever,SuggestedJobRole
73,86,91,65,78,4,2,machine learning,no,no,excellent,cloud computing,Product based,Technical,yes,Design & UX
76,84,77,73,87,3,7,machine learning,yes,no,medium,networks,SAaS services,Technical,no,Information Technology Manager
78,63,85,86,80,3,6,r programming,yes,yes,excellent,Management,SAaS services,Technical,no,Network Security Administrator
92,90,81,63,82,5,9,r programming,no,no,excellent,parallel computing,Sales and Marketing,Technical,no,CRM Business Analyst
80,86,86,63,70,6,4,hadoop,no,yes,excellent,IOT,product development,Technical,yes,Network Security Administrator
61,90,71,78,83,3,8,distro making,yes,no,excellent,hacking,Finance,Management,yes,Design & UX
91,89,91,74,76,6,7,app development,no,no,excellent,data engineering,BPA,Management,yes,Software Developer
83,89,73,72,62,2,1,machine learning,yes,no,excellent,parallel computing,SAaS services,Technical,yes,Design & UX
75,84,67,72,69,5,6,distro making,no,yes,poor,cloud computing,Sales and Marketing,Technical,yes,Data Architect
89,87,81,62,60,2,1,information security,yes,no,medium,Computer Architecture,Cloud Services,Management,no,Software Systems Engineer
80,66,77,90,70,6,2,information security,no,yes,poor,Management,Finance,Management,yes,Information Technology Manager
75,61,84,67,76,6,2,r programming,yes,no,poor,cloud computing,Service Based,Technical,yes,CRM Business Analyst
83,86,61,83,83,4,2,python,no,yes,poor,Software Engineering,BPA,Technical,yes,Network Engineer
78,72,77,64,74,6,9,r programming,no,no,excellent,data engineering,Service Based,Management,no,Network Security Engineer
80,76,81,79,85,0,6,python,no,yes,medium,cloud computing,Finance,Management,yes,Business Systems Analyst
73,74,67,92,79,4,8,r programming,no,yes,poor,Software Engineering,Product based,Management,no,UX Designer
61,80,66,66,87,4,5,hadoop,no,yes,excellent,parallel computing,product development,Management,yes,Web Developer
87,94,62,79,77,4,6,hadoop,yes,yes,poor,IOT,Cloud Services,Management,no,Network Security Engineer
85,84,65,69,74,2,7,python,no,no,poor,Management,Sales and Marketing,Management,no,CRM Business Analyst
74,94,93,61,88,3,2,full stack,no,no,excellent,Computer Architecture,Testing and Maintainance Services,Management,no,CRM Business Analyst
94,78,84,77,74,6,7,hadoop,yes,no,excellent,Management,Product based,Technical,yes,Information Technology Auditor
86,91,62,74,68,6,1,information security,no,yes,poor,Management,Testing and Maintainance Services,Technical,no,Design & UX
67,73,60,92,79,6,3,r programming,yes,no,poor,cloud computing,Finance,Technical,yes,Database Developer
74,67,75,60,79,0,3,hadoop,yes,yes,poor,programming,Testing and Maintainance Services,Technical,yes,Database Developer
78,66,68,63,91,1,6,shell programming,no,yes,poor,data engineering,BPA,Management,no,Software Engineer
90,63,81,77,86,4,1,shell programming,no,no,excellent,data engineering,product development,Technical,no,Systems Analyst
63,84,75,63,88,2,2,machine learning,yes,yes,poor,hacking,Product based,Technical,yes,Technical Support
79,72,80,70,81,4,4,app development,yes,yes,excellent,data engineering,Finance,Management,no,Technical Engineer
69,87,91,76,60,6,4,app development,yes,yes,medium,cloud computing,Cloud Services,Technical,no,Information Technology Auditor
65,61,78,85,83,3,1,shell programming,yes,yes,medium,programming,Cloud Services,Technical,no,Data Architect
76,79,67,92,79,0,7,app development,no,yes,excellent,cloud computing,BPA,Management,yes,Information Technology Manager
60,66,60,68,77,6,4,r programming,yes,no,excellent,IOT,Testing and Maintainance Services,Management,yes,Portal Administrator
75,87,73,77,75,0,1,machine learning,no,no,medium,data engineering,Service Based,Management,yes,Network Security Administrator
77,75,88,62,74,2,4,r programming,yes,no,poor,IOT,BPA,Management,no,Technical Services/Help Desk/Tech Support
66,88,92,77,61,2,3,python,no,yes,medium,hacking,Cloud Services,Management,yes,Quality Assurance Associate
68,75,83,67,90,1,2,information security,no,yes,medium,Management,Service Based,Management,no,Network Engineer
91,73,79,86,87,3,2,hadoop,no,yes,excellent,data engineering,Finance,Technical,yes,Software Systems Engineer
83,75,83,80,69,3,3,distro making,yes,no,excellent,IOT,BPA,Management,yes,CRM Business Analyst
78,89,92,91,65,4,9,python,no,no,excellent,hacking,SAaS services,Management,yes,Data Architect
82,60,85,83,75,2,1,distro making,yes,no,poor,networks,Product based,Management,no,CRM Business Analyst
74,70,70,87,83,4,9,r programming,yes,no,poor,networks,Cloud Services,Technical,no,Solutions Architect
81,91,65,82,67,3,4,hadoop,yes,no,excellent,parallel computing,Sales and Marketing,Management,no,Business Intelligence Analyst
85,65,79,69,89,3,7,app development,no,yes,poor,networks,Sales and Marketing,Management,no,Portal Administrator
78,63,86,87,76,4,2,shell programming,no,yes,poor,IOT,Web Services,Technical,yes,Technical Support
71,71,94,89,89,0,6,hadoop,no,no,medium,Software Engineering,Sales and Marketing,Management,no,Database Developer
62,80,90,68,73,2,1,shell programming,yes,no,excellent,parallel computing,Sales and Marketing,Management,no,Web Developer
66,91,88,91,80,4,8,hadoop,yes,no,medium,IOT,SAaS services,Technical,yes,Systems Security Administrator
91,70,63,86,92,1,1,information security,no,no,medium,Computer Architecture,Finance,Technical,no,Database Developer
77,69,81,82,93,3,8,information security,yes,yes,poor,IOT,Web Services,Management,yes,CRM Business Analyst
63,76,90,61,81,2,7,python,no,yes,poor,cloud computing,Web Services,Technical,no,Technical Support
78,66,79,86,81,2,1,r programming,yes,yes,excellent,Computer Architecture,Testing and Maintainance Services,Management,yes,Software Developer
85,93,71,71,93,6,5,distro making,no,yes,medium,cloud computing,Cloud Services,Management,no,Technical Services/Help Desk/Tech Support
72,84,80,90,71,1,4,distro making,no,yes,excellent,hacking,Web Services,Management,yes,Applications Developer
62,88,62,94,73,5,5,full stack,no,no,excellent,data engineering,Cloud Services,Management,no,Systems Analyst
93,68,89,80,64,2,4,hadoop,yes,no,excellent,hacking,Product based,Technical,no,Systems Analyst
71,81,83,68,89,5,9,distro making,no,no,excellent,cloud computing,Testing and Maintainance Services,Management,no,Technical Support
88,76,79,83,78,6,4,python,no,yes,excellent,Software Engineering,product development,Technical,yes,Technical Services/Help Desk/Tech Support
85,61,90,82,77,6,7,full stack,yes,yes,poor,Computer Architecture,Web Services,Management,yes,E-Commerce Analyst
75,83,64,87,92,1,6,distro making,yes,no,excellent,Software Engineering,Cloud Services,Technical,yes,Design & UX
80,63,68,61,66,1,3,r programming,yes,no,medium,cloud computing,Product based,Management,yes,Project Manager
83,65,86,64,76,6,6,hadoop,yes,no,excellent,networks,BPA,Management,no,Software Quality Assurance (QA) / Testing
88,91,71,89,81,2,8,full stack,yes,no,excellent,Management,SAaS services,Management,no,Business Intelligence Analyst
69,62,64,84,87,1,5,app development,no,yes,poor,parallel computing,BPA,Technical,no,Database Developer
89,62,85,84,87,3,3,distro making,no,yes,medium,parallel computing,Testing and Maintainance Services,Technical,yes,Information Technology Manager
90,89,75,85,91,3,3,python,yes,yes,excellent,hacking,product development,Technical,no,Technical Services/Help Desk/Tech Support
62,71,71,89,74,3,2,information security,yes,yes,medium,programming,Cloud Services,Management,yes,Technical Services/Help Desk/Tech Support
80,83,65,87,75,4,4,distro making,yes,no,poor,programming,Web Services,Technical,no,Database Developer
79,87,84,64,92,3,5,information security,yes,yes,medium,networks,Web Services,Management,yes,Software Engineer
70,67,85,92,77,4,2,app development,no,yes,poor,parallel computing,product development,Technical,yes,Mobile Applications Developer
62,63,82,81,73,0,8,full stack,yes,yes,excellent,Computer Architecture,Sales and Marketing,Technical,no,Systems Security Administrator
80,68,60,77,78,5,6,r programming,yes,no,excellent,parallel computing,product development,Technical,yes,Software Quality Assurance (QA) / Testing
80,87,88,92,76,6,4,machine learning,no,yes,medium,Software Engineering,Sales and Marketing,Technical,yes,Software Engineer
65,84,82,69,66,4,3,r programming,no,yes,medium,parallel computing,Cloud Services,Technical,no,Data Architect
93,93,90,72,67,2,8,distro making,no,no,medium,Computer Architecture,Product based,Management,no,CRM Technical Developer
74,67,93,87,73,1,7,python,yes,yes,excellent,parallel computing,SAaS services,Management,no,E-Commerce Analyst
81,69,60,88,80,6,8,machine learning,no,no,excellent,Software Engineering,Cloud Services,Management,yes,Web Developer
61,68,83,82,93,3,6,python,no,no,excellent,parallel computing,Web Services,Technical,yes,Data Architect
92,68,85,83,79,3,4,python,no,yes,medium,cloud computing,Service Based,Technical,yes,Applications Developer
67,86,82,89,92,6,9,machine learning,no,no,poor,hacking,product development,Technical,no,Network Security Administrator
90,94,68,77,75,4,1,full stack,yes,no,medium,IOT,Product based,Management,yes,Technical Services/Help Desk/Tech Support
94,63,91,73,86,4,4,shell programming,no,no,excellent,parallel computing,SAaS services,Technical,yes,Quality Assurance Associate
90,84,93,61,61,5,8,python,no,no,poor,data engineering,product development,Management,no,Network Security Administrator
77,80,61,87,84,5,8,shell programming,yes,yes,excellent,networks,SAaS services,Technical,yes,Information Technology Auditor
87,68,77,85,89,4,5,r programming,no,no,excellent,Management,Cloud Services,Technical,yes,Software Developer
83,74,90,93,61,4,4,information security,yes,yes,poor,Management,Service Based,Technical,yes,Design & UX
80,73,73,77,84,6,1,shell programming,yes,no,excellent,hacking,Cloud Services,Management,yes,Portal Administrator
88,91,77,69,91,5,7,full stack,yes,yes,poor,programming,SAaS services,Management,no,Data Architect
72,71,66,88,70,0,4,full stack,no,yes,poor,Software Engineering,product development,Technical,no,Applications Developer
62,79,69,74,66,1,4,python,yes,yes,excellent,programming,Cloud Services,Management,yes,Software Developer
81,65,83,68,73,4,1,machine learning,yes,yes,excellent,hacking,Sales and Marketing,Management,no,Network Security Administrator
91,70,71,77,89,1,1,app development,no,no,poor,networks,Web Services,Technical,yes,Network Security Administrator
93,67,73,66,71,0,9,information security,yes,yes,medium,data engineering,Cloud Services,Technical,no,Business Intelligence Analyst
65,69,77,89,82,5,1,distro making,yes,yes,poor,hacking,Web Services,Technical,no,Project Manager
90,73,65,65,90,5,4,app development,no,yes,medium,Management,SAaS services,Technical,yes,CRM Business Analyst
72,81,68,64,68,0,1,python,yes,no,poor,networks,Web Services,Management,yes,Data Architect
94,69,61,66,67,2,7,hadoop,no,no,excellent,Computer Architecture,BPA,Management,no,Quality Assurance Associate
62,89,86,71,92,3,4,distro making,yes,no,medium,Management,Cloud Services,Management,no,Project Manager
60,86,85,70,90,4,2,r programming,yes,no,excellent,Computer Architecture,product development,Technical,no,Technical Support
80,90,84,74,76,3,8,information security,yes,no,medium,cloud computing,Testing and Maintainance Services,Technical,yes,Project Manager
67,82,62,68,89,6,7,app development,no,no,poor,cloud computing,Finance,Technical,no,Database Administrator
72,92,81,69,70,4,4,full stack,yes,yes,medium,Management,Testing and Maintainance Services,Management,yes,Technical Services/Help Desk/Tech Support
86,63,62,65,88,1,8,r programming,no,no,excellent,Management,Web Services,Technical,no,E-Commerce Analyst
60,79,65,94,83,0,2,python,yes,yes,excellent,data engineering,Web Services,Management,no,Software Developer
61,86,73,70,60,4,1,shell programming,no,yes,excellent,networks,Product based,Management,no,Information Security Analyst
87,78,71,91,69,2,7,r programming,yes,yes,poor,Computer Architecture,Cloud Services,Management,no,Information Technology Manager
82,81,69,79,88,3,7,python,yes,yes,poor,data engineering,Testing and Maintainance Services,Technical,yes,UX Designer
62,77,80,74,60,0,5,full stack,yes,yes,excellent,Management,Service Based,Technical,no,CRM Technical Developer
60,88,65,66,68,3,7,machine learning,yes,yes,excellent,parallel computing,product development,Management,no,Software Developer
69,65,68,77,86,4,8,information security,no,no,medium,data engineering,Product based,Management,yes,Solutions Architect
65,69,82,82,76,4,5,python,no,no,poor,Computer Architecture,Service Based,Technical,no,CRM Business Analyst
67,61,60,69,63,1,8,machine learning,no,no,poor,parallel computing,SAaS services,Management,no,Network Security Administrator
75,63,67,75,64,1,1,distro making,yes,no,medium,parallel computing,Sales and Marketing,Management,yes,Project Manager
90,84,71,63,70,5,9,machine learning,yes,yes,excellent,Computer Architecture,Product based,Technical,no,Technical Support
94,81,67,91,86,3,7,information security,yes,yes,medium,cloud computing,SAaS services,Management,yes,UX Designer
88,75,80,77,75,5,4,machine learning,no,yes,excellent,Computer Architecture,Sales and Marketing,Technical,no,Systems Security Administrator
76,77,76,73,83,1,6,app development,no,no,excellent,networks,BPA,Technical,yes,Applications Developer
89,65,68,67,85,1,2,full stack,no,no,medium,Computer Architecture,Cloud Services,Technical,yes,Network Security Administrator
67,94,72,67,90,3,4,full stack,yes,yes,poor,hacking,Web Services,Management,yes,Applications Developer
68,94,85,91,81,6,6,machine learning,no,no,poor,Software Engineering,Cloud Services,Management,no,Project Manager
70,88,67,75,84,4,4,r programming,no,no,medium,Management,BPA,Technical,no,Network Security Administrator
74,66,94,75,88,2,3,app development,no,no,excellent,parallel computing,Cloud Services,Technical,no,Database Administrator
75,76,92,84,62,0,7,hadoop,no,no,excellent,networks,Sales and Marketing,Technical,yes,Network Security Engineer
94,76,68,93,86,6,3,r programming,no,no,medium,Management,Web Services,Management,yes,Information Technology Auditor
69,78,69,61,64,1,7,full stack,yes,no,excellent,IOT,Web Services,Management,yes,Technical Engineer
91,70,70,66,69,3,4,hadoop,yes,no,medium,parallel computing,Web Services,Management,yes,Data Architect
82,78,64,89,86,2,8,app development,no,yes,excellent,Computer Architecture,BPA,Management,yes,Database Manager
81,77,69,76,85,6,4,python,yes,no,poor,Software Engineering,SAaS services,Management,yes,Solutions Architect
79,68,75,63,73,6,2,app development,yes,yes,medium,Management,BPA,Technical,yes,Systems Analyst
91,65,86,77,67,1,4,full stack,no,yes,excellent,Computer Architecture,SAaS services,Management,no,Network Engineer
